year,Value,Units,variable_code
2019,Level 1,EE,H22
2019,Level 1,EE,H23
2019,Level 1,EE,H24
2019,Level 1,EE,H25
2019,Level 1,EE,H26
2019,Level 1,EE,H27
2019,Level 1,EE,H28
2019,Level 1,EE,H29
2019,Level 1,EE,H30
2019,Level 1,EE,H31
2019,Level 1,EE,H32
2019,Level 1,EE,H33
2019,Level 1,EE,H34
2019,Level 1,EE,H35
2019,Level 1,EE,H36
2019,Level 1,EE,H37
2019,Level 1,EE,H39
2019,Level 1,EE,H40
2019,Level 1,EE,H41
2019,Level 3,EE11,H01
2019,Level 3,EE11,H04
2019,Level 3,EE11,H05
2019,Level 3,EE11,H06
2019,Level 3,EE11,H07
2019,Level 3,EE11,H08
2019,Level 3,EE11,H09
2019,Level 3,EE11,H10
2019,Level 3,EE11,H11
2019,Level 3,EE11,H12
2019,Level 3,EE11,H13
2019,Level 3,EE11,H19
2019,Level 3,EE11,H20
2019,Level 3,EE11,H21
2019,Level 3,EE11,H22
2019,Level 3,EE11,H23
2019,Level 3,EE11,H24
2019,Level 3,EE11,H25
2019,Level 3,EE11,H26
2019,Level 3,EE11,H27
2019,Level 3,EE11,H28
2019,Level 3,EE11,H29
2019,Level 3,EE11,H30
2019,Level 3,EE11,H31
2019,Level 3,EE11,H32
2019,Level 3,EE11,H33
2019,Level 3,EE11,H34
2019,Level 3,EE11,H35
2019,Level 3,EE11,H36
2019,Level 3,EE11,H37
2019,Level 3,EE11,H39
2019,Level 3,EE11,H40
2019,Level 3,EE11,H41
2019,Level 4,EE112,H01
2019,Level 4,EE112,H04
2019,Level 4,EE112,H05
2019,Level 4,EE112,H06
2019,Level 4,EE112,H07
2019,Level 4,EE112,H08
2019,Level 4,EE112,H09
2019,Level 4,EE112,H10
2019,Level 4,EE112,H11
2019,Level 4,EE112,H12
2019,Level 4,EE112,H13
2019,Level 4,EE112,H19
2019,Level 4,EE112,H20
2019,Level 4,EE112,H21
2019,Level 4,EE112,H22
2019,Level 4,EE112,H23
2019,Level 4,EE112,H24
2019,Level 4,EE112,H25
2019,Level 4,EE112,H26
2019,Level 4,EE112,H27
2019,Level 4,EE112,H28
2019,Level 4,EE112,H29
2019,Level 4,EE112,H30
2019,Level 4,EE112,H31
2019,Level 4,EE112,H32
2019,Level 4,EE112,H33
2019,Level 4,EE112,H34
2019,Level 4,EE112,H35
2019,Level 4,EE112,H36
2019,Level 4,EE112,H37
2019,Level 4,EE112,H39
2019,Level 4,EE112,H40
2019,Level 4,EE112,H41
2019,Level 4,EE113,H01
2019,Level 4,EE113,H04
2019,Level 4,EE113,H05
2019,Level 4,EE113,H06
2019,Level 4,EE113,H07
2019,Level 4,EE113,H08
2019,Level 4,EE113,H09
2019,Level 4,EE113,H10
2019,Level 4,EE113,H11
2019,Level 4,EE113,H12
2019,Level 4,EE113,H13
2019,Level 4,EE113,H19
2019,Level 4,EE113,H20
2019,Level 4,EE113,H21
2019,Level 4,EE113,H22
2019,Level 4,EE113,H23
2019,Level 4,EE113,H24
2019,Level 4,EE113,H25
2019,Level 4,EE113,H26
2019,Level 4,EE113,H27
2019,Level 4,EE113,H28
2019,Level 4,EE113,H29
2019,Level 4,EE113,H30
2019,Level 4,EE113,H31
2019,Level 4,EE113,H32
2019,Level 4,EE113,H33
2019,Level 4,EE113,H34
2019,Level 4,EE113,H35
2019,Level 4,EE113,H36
2019,Level 4,EE113,H37
2019,Level 4,EE113,H39
2019,Level 4,EE113,H40
2019,Level 4,EE113,H41
2019,Level 3,EE12,H01
2019,Level 3,EE12,H04
2019,Level 3,EE12,H05
2019,Level 3,EE12,H06
2019,Level 3,EE12,H07
2019,Level 3,EE12,H08
2019,Level 3,EE12,H09
2019,Level 3,EE12,H10
2019,Level 3,EE12,H11
2019,Level 3,EE12,H12
2019,Level 3,EE12,H13
2019,Level 3,EE12,H19
2019,Level 3,EE12,H20
2019,Level 3,EE12,H21
2019,Level 3,EE12,H22
2019,Level 3,EE12,H23
2019,Level 3,EE12,H24
2019,Level 3,EE12,H25
2019,Level 3,EE12,H26
2019,Level 3,EE12,H27
2019,Level 3,EE12,H28
2019,Level 3,EE12,H29
2019,Level 3,EE12,H30
2019,Level 3,EE12,H31
2019,Level 3,EE12,H32
2019,Level 3,EE12,H33
2019,Level 3,EE12,H34
2019,Level 3,EE12,H35
2019,Level 3,EE12,H36
2019,Level 3,EE12,H37
2019,Level 3,EE12,H39
2019,Level 3,EE12,H40
2019,Level 3,EE12,H41
2019,Level 4,EE121,H01
2019,Level 4,EE121,H04
2019,Level 4,EE121,H05
2019,Level 4,EE121,H06
2019,Level 4,EE121,H07
2019,Level 4,EE121,H08
2019,Level 4,EE121,H09
2019,Level 4,EE121,H10
2019,Level 4,EE121,H11
2019,Level 4,EE121,H12
2019,Level 4,EE121,H13
2019,Level 4,EE121,H19
2019,Level 4,EE121,H20
2019,Level 4,EE121,H21
2019,Level 4,EE121,H22
2019,Level 4,EE121,H23
2019,Level 4,EE121,H24
2019,Level 4,EE121,H25
2019,Level 4,EE121,H26
2019,Level 4,EE121,H27
2019,Level 4,EE121,H28
2019,Level 4,EE121,H29
2019,Level 4,EE121,H30
2019,Level 4,EE121,H31
2019,Level 4,EE121,H32
2019,Level 4,EE121,H33
2019,Level 4,EE121,H34
2019,Level 4,EE121,H35
2019,Level 4,EE121,H36
2019,Level 4,EE121,H37
2019,Level 4,EE121,H39
2019,Level 4,EE121,H40
2019,Level 4,EE121,H41
2019,Level 3,EE13,H01
2019,Level 3,EE13,H04
2019,Level 3,EE13,H05
2019,Level 3,EE13,H06
2019,Level 3,EE13,H07
2019,Level 3,EE13,H08
2019,Level 3,EE13,H09
2019,Level 3,EE13,H10
2019,Level 3,EE13,H11
2019,Level 3,EE13,H12
2019,Level 3,EE13,H13
2019,Level 3,EE13,H19
2019,Level 3,EE13,H20
2019,Level 3,EE13,H21
2019,Level 3,EE13,H22
2019,Level 3,EE13,H23
2019,Level 3,EE13,H24
2019,Level 3,EE13,H25
2019,Level 3,EE13,H26
2019,Level 3,EE13,H27
2019,Level 3,EE13,H28
2019,Level 3,EE13,H29
2019,Level 3,EE13,H30
2019,Level 3,EE13,H31
2019,Level 3,EE13,H32
2019,Level 3,EE13,H33
2019,Level 3,EE13,H34
2019,Level 3,EE13,H35
2019,Level 3,EE13,H36
2019,Level 3,EE13,H37
2019,Level 3,EE13,H39
2019,Level 3,EE13,H40
2019,Level 3,EE13,H41
2019,Level 4,EE131,H01
2019,Level 4,EE131,H04
2019,Level 4,EE131,H05
2019,Level 4,EE131,H06
2019,Level 4,EE131,H07
2019,Level 4,EE131,H08
2019,Level 4,EE131,H09
2019,Level 4,EE131,H10
2019,Level 4,EE131,H11
2019,Level 4,EE131,H12
2019,Level 4,EE131,H13
2019,Level 4,EE131,H19
2019,Level 4,EE131,H20
2019,Level 4,EE131,H21
2019,Level 4,EE131,H22
2019,Level 4,EE131,H23
2019,Level 4,EE131,H24
2019,Level 4,EE131,H25
2019,Level 4,EE131,H26
2019,Level 4,EE131,H27
2019,Level 4,EE131,H28
2019,Level 4,EE131,H29
2019,Level 4,EE131,H30
2019,Level 4,EE131,H31
2019,Level 4,EE131,H32
2019,Level 4,EE131,H33
2019,Level 4,EE131,H34
2019,Level 4,EE131,H35
2019,Level 4,EE131,H36
2019,Level 4,EE131,H37
2019,Level 4,EE131,H39
2019,Level 4,EE131,H40
2019,Level 4,EE131,H41
2019,Level 1,FF,H01
2019,Level 1,FF,H02
2019,Level 1,FF,H03
2019,Level 1,FF,H05
2019,Level 1,FF,H06
2019,Level 1,FF,H07
2019,Level 1,FF,H08
2019,Level 1,FF,H09
2019,Level 1,FF,H10
2019,Level 1,FF,H11
2019,Level 1,FF,H12
2019,Level 1,FF,H13
2019,Level 1,FF,H17
2019,Level 1,FF,H18
2019,Level 1,FF,H20
2019,Level 1,FF,H21
2019,Level 1,FF,H22
2019,Level 1,FF,H23
2019,Level 1,FF,H24
2019,Level 1,FF,H25
2019,Level 1,FF,H26
2019,Level 1,FF,H27
2019,Level 1,FF,H28
2019,Level 1,FF,H29
2019,Level 1,FF,H30
2019,Level 1,FF,H31
2019,Level 1,FF,H32
2019,Level 1,FF,H33
2019,Level 1,FF,H34
2019,Level 1,FF,H35
2019,Level 1,FF,H36
2019,Level 1,FF,H37
2019,Level 1,FF,H38
2019,Level 1,FF,H39
2019,Level 1,FF,H40
2019,Level 1,FF,H41
2019,Level 4,FF111,H01
2019,Level 4,FF111,H02
2019,Level 4,FF111,H03
2019,Level 4,FF111,H05
2019,Level 4,FF111,H06
2019,Level 4,FF111,H07
2019,Level 4,FF111,H08
2019,Level 4,FF111,H09
2019,Level 4,FF111,H10
2019,Level 4,FF111,H11
2019,Level 4,FF111,H12
2019,Level 4,FF111,H13
2019,Level 4,FF111,H17
2019,Level 4,FF111,H18
2019,Level 4,FF111,H20
2019,Level 4,FF111,H21
2019,Level 4,FF111,H22
2019,Level 4,FF111,H23
2019,Level 4,FF111,H24
2019,Level 4,FF111,H25
2019,Level 4,FF111,H26
2019,Level 4,FF111,H27
2019,Level 4,FF111,H28
2019,Level 4,FF111,H29
2019,Level 4,FF111,H30
2019,Level 4,FF111,H31
2019,Level 4,FF111,H32
2019,Level 4,FF111,H33
2019,Level 4,FF111,H34
2019,Level 4,FF111,H35
2019,Level 4,FF111,H36
2019,Level 4,FF111,H37
2019,Level 4,FF111,H38
2019,Level 4,FF111,H39
2019,Level 4,FF111,H40
2019,Level 4,FF111,H41
2019,Level 4,FF112,H01
2019,Level 4,FF112,H02
2019,Level 4,FF112,H03
2019,Level 4,FF112,H05
2019,Level 4,FF112,H06
2019,Level 4,FF112,H07
2019,Level 4,FF112,H08
2019,Level 4,FF112,H09
2019,Level 4,FF112,H10
2019,Level 4,FF112,H11
2019,Level 4,FF112,H12
2019,Level 4,FF112,H13
2019,Level 4,FF112,H17
2019,Level 4,FF112,H18
2019,Level 4,FF112,H20
2019,Level 4,FF112,H21
2019,Level 4,FF112,H22
2019,Level 4,FF112,H23
2019,Level 4,FF112,H24
2019,Level 4,FF112,H25
2019,Level 4,FF112,H26
2019,Level 4,FF112,H27
2019,Level 4,FF112,H28
2019,Level 4,FF112,H29
2019,Level 4,FF112,H30
2019,Level 4,FF112,H31
2019,Level 4,FF112,H32
2019,Level 4,FF112,H33
2019,Level 4,FF112,H34
2019,Level 4,FF112,H35
2019,Level 4,FF112,H36
2019,Level 4,FF112,H37
2019,Level 4,FF112,H38
2019,Level 4,FF112,H39
2019,Level 4,FF112,H40
2019,Level 4,FF112,H41
2019,Level 4,FF113,H01
2019,Level 4,FF113,H02
2019,Level 4,FF113,H03
2019,Level 4,FF113,H05
2019,Level 4,FF113,H06
2019,Level 4,FF113,H07
2019,Level 4,FF113,H08
2019,Level 4,FF113,H09
2019,Level 4,FF113,H10
2019,Level 4,FF113,H11
2019,Level 4,FF113,H12
2019,Level 4,FF113,H13
2019,Level 4,FF113,H17
2019,Level 4,FF113,H18
2019,Level 4,FF113,H20
2019,Level 4,FF113,H21
2019,Level 4,FF113,H22
2019,Level 4,FF113,H23
2019,Level 4,FF113,H24
2019,Level 4,FF113,H25
2019,Level 4,FF113,H26
2019,Level 4,FF113,H27
2019,Level 4,FF113,H28
2019,Level 4,FF113,H29
2019,Level 4,FF113,H30
2019,Level 4,FF113,H31
2019,Level 4,FF113,H32
2019,Level 4,FF113,H33
2019,Level 4,FF113,H34
2019,Level 4,FF113,H35
2019,Level 4,FF113,H36
2019,Level 4,FF113,H37
2019,Level 4,FF113,H38
2019,Level 4,FF113,H39
2019,Level 4,FF113,H40
2019,Level 4,FF113,H41
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars (millions)
2019,Level 4,FF114,Dollars
2019,Level 4,FF114,Dollars
2019,Level 4,FF114,Percentage
2019,Level 4,FF114,Percentage
2019,Level 4,FF114,Percentage
2019,Level 4,FF114,Percentage
2019,Level 4,FF114,Percentage
2019,Level 4,FF114,Percentage
2019,Level 4,FF115,H01
2019,Level 4,FF115,H02
2019,Level 4,FF115,H03
2019,Level 4,FF115,H05
2019,Level 4,FF115,H06
2019,Level 4,FF115,H07
2019,Level 4,FF115,H08
2019,Level 4,FF115,H09
2019,Level 4,FF115,H10
2019,Level 4,FF115,H11
2019,Level 4,FF115,H12
2019,Level 4,FF115,H13
2019,Level 4,FF115,H17
2019,Level 4,FF115,H18
2019,Level 4,FF115,H20
2019,Level 4,FF115,H21
2019,Level 4,FF115,H22
2019,Level 4,FF115,H23
2019,Level 4,FF115,H24
2019,Level 4,FF115,H25
2019,Level 4,FF115,H26
2019,Level 4,FF115,H27
2019,Level 4,FF115,H28
2019,Level 4,FF115,H29
2019,Level 4,FF115,H30
2019,Level 4,FF115,H31
2019,Level 4,FF115,H32
2019,Level 4,FF115,H33
2019,Level 4,FF115,H34
2019,Level 4,FF115,H35
2019,Level 4,FF115,H36
2019,Level 4,FF115,H37
2019,Level 4,FF115,H38
2019,Level 4,FF115,H39
2019,Level 4,FF115,H40
2019,Level 4,FF115,H41
2019,Level 4,FF116,H01
2019,Level 4,FF116,H02
2019,Level 4,FF116,H03
2019,Level 4,FF116,H05
2019,Level 4,FF116,H06
2019,Level 4,FF116,H07
2019,Level 4,FF116,H08
2019,Level 4,FF116,H09
2019,Level 4,FF116,H10
2019,Level 4,FF116,H11
2019,Level 4,FF116,H12
2019,Level 4,FF116,H13
2019,Level 4,FF116,H17
2019,Level 4,FF116,H18
2019,Level 4,FF116,H20
2019,Level 4,FF116,H21
2019,Level 4,FF116,H22
2019,Level 4,FF116,H23
2019,Level 4,FF116,H24
2019,Level 4,FF116,H25
2019,Level 4,FF116,H26
2019,Level 4,FF116,H27
2019,Level 4,FF116,H28
2019,Level 4,FF116,H29
2019,Level 4,FF116,H30
2019,Level 4,FF116,H31
2019,Level 4,FF116,H32
2019,Level 4,FF116,H33
2019,Level 4,FF116,H34
2019,Level 4,FF116,H35
2019,Level 4,FF116,H36
2019,Level 4,FF116,H37
2019,Level 4,FF116,H38
2019,Level 4,FF116,H39
2019,Level 4,FF116,H40
2019,Level 4,FF116,H41
2019,Level 1,GH,H01
2019,Level 1,GH,H02
2019,Level 1,GH,H03
2019,Level 1,GH,H05
2019,Level 1,GH,H06
2019,Level 1,GH,H07
2019,Level 1,GH,H08
2019,Level 1,GH,H09
2019,Level 1,GH,H10
2019,Level 1,GH,H11
2019,Level 1,GH,H12
2019,Level 1,GH,H13
2019,Level 1,GH,H17
2019,Level 1,GH,H18
2019,Level 1,GH,H20
2019,Level 1,GH,H21
2019,Level 1,GH,H22
2019,Level 1,GH,H23
2019,Level 1,GH,H24
2019,Level 1,GH,H25
2019,Level 1,GH,H26
2019,Level 1,GH,H27
2019,Level 1,GH,H28
2019,Level 1,GH,H29
2019,Level 1,GH,H30
2019,Level 1,GH,H31
2019,Level 1,GH,H32
2019,Level 1,GH,H33
2019,Level 1,GH,H34
2019,Level 1,GH,H35
2019,Level 1,GH,H36
2019,Level 1,GH,H37
2019,Level 1,GH,H38
2019,Level 1,GH,H39
2019,Level 1,GH,H40
2019,Level 1,GH,H41
2019,Level 3,GH11,H01
2019,Level 3,GH11,H02
2019,Level 3,GH11,H03
2019,Level 3,GH11,H05
2019,Level 3,GH11,H06
2019,Level 3,GH11,H07
2019,Level 3,GH11,H08
2019,Level 3,GH11,H09
2019,Level 3,GH11,H10
2019,Level 3,GH11,H11
2019,Level 3,GH11,H12
2019,Level 3,GH11,H13
2019,Level 3,GH11,H17
2019,Level 3,GH11,H18
2019,Level 3,GH11,H20
2019,Level 3,GH11,H21
2019,Level 3,GH11,H22
2019,Level 3,GH11,H23
2019,Level 3,GH11,H24
2019,Level 3,GH11,H25
2019,Level 3,GH11,H26
2019,Level 3,GH11,H27
2019,Level 3,GH11,H28
2019,Level 3,GH11,H29
2019,Level 3,GH11,H30
2019,Level 3,GH11,H31
2019,Level 3,GH11,H32
2019,Level 3,GH11,H33
2019,Level 3,GH11,H34
2019,Level 3,GH11,H35
2019,Level 3,GH11,H36
2019,Level 3,GH11,H37
2019,Level 3,GH11,H38
2019,Level 3,GH11,H39
2019,Level 3,GH11,H40
2019,Level 3,GH11,H41
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars (millions)
2019,Level 3,GH12,Dollars
2019,Level 3,GH12,Dollars
2019,Level 3,GH12,Percentage
2019,Level 3,GH12,Percentage
2019,Level 3,GH12,Percentage
2019,Level 3,GH12,Percentage
2019,Level 3,GH12,Percentage
2019,Level 3,GH12,Percentage
2019,Level 3,GH13,H01
2019,Level 3,GH13,H02
2019,Level 3,GH13,H03
2019,Level 3,GH13,H05
2019,Level 3,GH13,H06
2019,Level 3,GH13,H07
2019,Level 3,GH13,H08
2019,Level 3,GH13,H09
2019,Level 3,GH13,H10
2019,Level 3,GH13,H11
2019,Level 3,GH13,H12
2019,Level 3,GH13,H13
2019,Level 3,GH13,H17
2019,Level 3,GH13,H18
2019,Level 3,GH13,H20
2019,Level 3,GH13,H21
2019,Level 3,GH13,H22
2019,Level 3,GH13,H23
2019,Level 3,GH13,H24
2019,Level 3,GH13,H25
2019,Level 3,GH13,H26
2019,Level 3,GH13,H27
2019,Level 3,GH13,H28
2019,Level 3,GH13,H29
2019,Level 3,GH13,H30
2019,Level 3,GH13,H31
2019,Level 3,GH13,H32
2019,Level 3,GH13,H33
2019,Level 3,GH13,H34
2019,Level 3,GH13,H35
2019,Level 3,GH13,H36
2019,Level 3,GH13,H37
2019,Level 3,GH13,H38
2019,Level 3,GH13,H39
2019,Level 3,GH13,H40
2019,Level 3,GH13,H41
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars (millions)
2019,Level 4,GH131,Dollars
2019,Level 4,GH131,Dollars
2019,Level 4,GH131,Percentage
2019,Level 4,GH131,Percentage
2019,Level 4,GH131,Percentage
2019,Level 4,GH131,Percentage
2019,Level 4,GH131,Percentage
2019,Level 4,GH131,Percentage
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH132, Footwear and Personal Accessory Retailing"
2019,Level 4,GH133,H01
2019,Level 4,GH133,H02
2019,Level 4,GH133,H03
2019,Level 4,GH133,H05
2019,Level 4,GH133,H06
2019,Level 4,GH133,H07
2019,Level 4,GH133,H08
2019,Level 4,GH133,H09
2019,Level 4,GH133,H10
2019,Level 4,GH133,H11
2019,Level 4,GH133,H12
2019,Level 4,GH133,H13
2019,Level 4,GH133,H17
2019,Level 4,GH133,H18
2019,Level 4,GH133,H20
2019,Level 4,GH133,H21
2019,Level 4,GH133,H22
2019,Level 4,GH133,H23
2019,Level 4,GH133,H24
2019,Level 4,GH133,H25
2019,Level 4,GH133,H26
2019,Level 4,GH133,H27
2019,Level 4,GH133,H28
2019,Level 4,GH133,H29
2019,Level 4,GH133,H30
2019,Level 4,GH133,H31
2019,Level 4,GH133,H32
2019,Level 4,GH133,H33
2019,Level 4,GH133,H34
2019,Level 4,GH133,H35
2019,Level 4,GH133,H36
2019,Level 4,GH133,H37
2019,Level 4,GH133,H38
2019,Level 4,GH133,H39
2019,Level 4,GH133,H40
2019,Level 4,GH133,H41
2019,Level 4,GH134,H01
2019,Level 4,GH134,H02
2019,Level 4,GH134,H03
2019,Level 4,GH134,H05
2019,Level 4,GH134,H06
2019,Level 4,GH134,H07
2019,Level 4,GH134,H08
2019,Level 4,GH134,H09
2019,Level 4,GH134,H10
2019,Level 4,GH134,H11
2019,Level 4,GH134,H12
2019,Level 4,GH134,H13
2019,Level 4,GH134,H17
2019,Level 4,GH134,H18
2019,Level 4,GH134,H20
2019,Level 4,GH134,H21
2019,Level 4,GH134,H22
2019,Level 4,GH134,H23
2019,Level 4,GH134,H24
2019,Level 4,GH134,H25
2019,Level 4,GH134,H26
2019,Level 4,GH134,H27
2019,Level 4,GH134,H28
2019,Level 4,GH134,H29
2019,Level 4,GH134,H30
2019,Level 4,GH134,H31
2019,Level 4,GH134,H32
2019,Level 4,GH134,H33
2019,Level 4,GH134,H34
2019,Level 4,GH134,H35
2019,Level 4,GH134,H36
2019,Level 4,GH134,H37
2019,Level 4,GH134,H38
2019,Level 4,GH134,H39
2019,Level 4,GH134,H40
2019,Level 4,GH134,H41
2019,Level 4,GH135,H01
2019,Level 4,GH135,H02
2019,Level 4,GH135,H03
2019,Level 4,GH135,H05
2019,Level 4,GH135,H06
2019,Level 4,GH135,H07
2019,Level 4,GH135,H08
2019,Level 4,GH135,H09
2019,Level 4,GH135,H10
2019,Level 4,GH135,H11
2019,Level 4,GH135,H12
2019,Level 4,GH135,H13
2019,Level 4,GH135,H17
2019,Level 4,GH135,H18
2019,Level 4,GH135,H20
2019,Level 4,GH135,H21
2019,Level 4,GH135,H22
2019,Level 4,GH135,H23
2019,Level 4,GH135,H24
2019,Level 4,GH135,H25
2019,Level 4,GH135,H26
2019,Level 4,GH135,H27
2019,Level 4,GH135,H28
2019,Level 4,GH135,H29
2019,Level 4,GH135,H30
2019,Level 4,GH135,H31
2019,Level 4,GH135,H32
2019,Level 4,GH135,H33
2019,Level 4,GH135,H34
2019,Level 4,GH135,H35
2019,Level 4,GH135,H36
2019,Level 4,GH135,H37
2019,Level 4,GH135,H38
2019,Level 4,GH135,H39
2019,Level 4,GH135,H40
2019,Level 4,GH135,H41
2019,Level 3,GH21,H01
2019,Level 3,GH21,H02
2019,Level 3,GH21,H03
2019,Level 3,GH21,H05
2019,Level 3,GH21,H06
2019,Level 3,GH21,H07
2019,Level 3,GH21,H08
2019,Level 3,GH21,H09
2019,Level 3,GH21,H10
2019,Level 3,GH21,H11
2019,Level 3,GH21,H12
2019,Level 3,GH21,H13
2019,Level 3,GH21,H17
2019,Level 3,GH21,H18
2019,Level 3,GH21,H20
2019,Level 3,GH21,H21
2019,Level 3,GH21,H22
2019,Level 3,GH21,H23
2019,Level 3,GH21,H24
2019,Level 3,GH21,H25
2019,Level 3,GH21,H26
2019,Level 3,GH21,H27
2019,Level 3,GH21,H28
2019,Level 3,GH21,H29
2019,Level 3,GH21,H30
2019,Level 3,GH21,H31
2019,Level 3,GH21,H32
2019,Level 3,GH21,H33
2019,Level 3,GH21,H34
2019,Level 3,GH21,H35
2019,Level 3,GH21,H36
2019,Level 3,GH21,H37
2019,Level 3,GH21,H38
2019,Level 3,GH21,H39
2019,Level 3,GH21,H40
2019,Level 3,GH21,H41
2019,Level 4,GH211,H01
2019,Level 4,GH211,H02
2019,Level 4,GH211,H03
